,Month,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
40,8.0,0.0,-2.2915151444443143,-1.32770939372487,-0.3143794419905907,-0.975986808802288,0.0,13.0,-1.1135089547758803e-15,3.0,9.0,-2.0590640786124762e-16,-4.163636699055895e-16,0.7459801846374818,-0.27677321254679216,0.0,0.0,7.0,7.0,-1.8546009179480054,-1.2813681061704256,0.0
41,4.0,6.0,-0.5993940231310828,-0.18715438560012465,-0.3143794419905907,0.0,0.0,2.0,-0.9291804593791607,0.0,2.0,-0.5849259658046847,-0.6508347918330402,0.8530773460569954,0.35982529273163577,1.2195198539972087,1.2843675009855888,7.0,7.0,-0.18252603177510274,-0.0314635746746507,0.0
42,9.0,2.0,-1.053759879780006,-1.3416186011410256,-0.3143794419905907,0.0,0.0,15.0,0.24616294229326857,13.0,14.0,0.6901390640563444,0.6383207053551895,-0.05724852600886964,0.3108561769409875,-0.3611865169368516,0.055870152544806706,7.0,7.0,-1.1489546357098996,-1.1951677936534757,0.0
43,5.0,2.0,-1.1320988205815445,-0.13151755593550263,-0.3143794419905907,0.0,0.0,14.0,-1.7910989539389421,5.0,3.0,-1.396330984807158,-0.8852267004127182,0.5853344425082115,-0.7174952546626269,-0.01820305909267254,-0.2887083720178648,7.0,7.0,-0.7040906751684852,-0.07456373093312581,0.0
44,2.0,4.0,0.26233432568584064,0.07712055530682889,-0.13741020585138333,0.0,0.0,9.0,-0.9291804593791607,14.0,8.0,-1.396330984807158,-0.6508347918330402,1.4956603145740766,0.06601059798774594,0.3695173715138018,0.59521045186028,7.0,7.0,0.07825628992158838,0.08347017534794941,1.0
45,9.0,2.0,-0.7717396928944675,-0.34015566717783413,-0.3143794419905907,-0.4908983090579589,-0.9954801297687028,4.0,0.48123162262775443,2.0,1.0,0.5742240613417054,1.1071045225145457,-0.432088590977167,-0.570587907290682,0.25021877748103133,-0.783103646390372,7.0,7.0,-1.0722539528579318,-0.2613310747198509,0.0
46,5.0,4.0,-1.5081257364289293,-1.0217068305694506,-0.28909812254213246,-1.5217113710146586,-1.10573543134358,5.0,-0.6941117790446748,5.0,13.0,0.3423940559124274,-1.4712064718619136,1.3350145724448064,2.0737443454043265,0.20548180471875302,-0.004056547379130982,1.0,8.0,-1.3637165476954103,-1.3244682624289008,0.0
47,1.0,0.0,1.4374184377089176,0.7308533038661342,-0.2132541641967579,0.0,0.0,8.0,-0.22397441837570314,2.0,9.0,1.3856290803441784,0.6383207053551895,0.10339721612040066,0.21291794535969086,-1.255925972182554,-1.2025905458579529,7.0,7.0,1.2747869424122893,0.9023731442589743,0.0
48,2.0,2.0,1.01438815738061,0.43875994812686986,-0.3143794419905907,0.41864262796265833,-2.4287990502421097,10.0,-0.06726196481937922,0.0,10.0,-0.12126595494612867,0.16953688819583324,-0.37854001026741024,0.21291794535969086,-2.3594379669856003,-1.921710944945256,7.0,7.0,0.7992427087300875,0.4282714254157492,0.0
49,3.0,4.0,-0.25470268360431353,-0.34015566717783413,-0.3143794419905907,0.0,0.0,0.0,-1.2426053664918084,15.0,3.0,-0.9326709739486018,-1.1196186089923963,1.2279174110252928,0.9474546822194154,0.4888159655465553,0.6401554768032289,4.0,8.0,-0.10582534892313472,-0.1607640434500755,0.0
50,2.0,6.0,0.544354512571379,1.2454939782638856,-0.3143794419905907,0.9643671901750288,1.8711577111781112,13.0,-0.38068687193202705,9.0,13.0,-0.9326709739486018,0.05234093390599418,-1.2353173016235186,-0.8644026020345719,-1.434873863231701,-1.4422973455537207,1.0,1.0,1.2441066692715024,1.3477414255965496,0.0
51,2.0,6.0,1.1397304626630718,0.34139549621378196,-0.3143794419905907,0.7218229403028641,1.6506471080283565,0.0,0.3245191690714305,2.0,0.0,0.6901390640563444,1.341496431094224,-0.9140258173649779,0.16394882956904255,0.13092018344827783,0.22066857733564813,1.0,1.0,1.0293447572859915,0.35643783165162424,0.0
52,9.0,2.0,-0.1920315309630827,-0.08978993368703622,-0.3143794419905907,0.6611868778348229,-0.15018948436130894,3.0,2.1267123849691556,5.0,3.0,0.9219690694856224,2.3962600197027752,-1.5030602051723023,-0.9133717178252201,-0.9278548385924732,-1.1276821709530265,7.0,7.0,0.10893656306237548,0.0260033003366491,0.0
53,7.0,6.0,2.783158265683685e-16,-0.6600674377494092,-0.3143794419905907,0.0,0.0,13.0,-1.1135089547758803e-15,3.0,7.0,-2.0590640786124762e-16,-1.1196186089923963,0.0,-0.37471144412808877,0.0,0.0,7.0,1.0,0.0,-0.5486654497763509,0.0
54,12.0,4.0,-0.01968586119969807,-0.6739766451655649,-0.26381680309367433,2.419632689408016,0.0,9.0,-0.6941117790446748,11.0,11.0,-0.8167559712339627,-1.1196186089923963,0.10339721612040066,0.35982529273163577,0.44407899278427704,0.43041202706943854,7.0,7.0,-0.22854644148628364,-0.6492324810461259,0.0
55,11.0,2.0,0.9517170047393794,0.9116730002761549,0.19124694697857322,0.236734440558535,-0.22369301874456032,6.0,-1.5560302736044562,14.0,14.0,-0.9326709739486018,-1.3540105175720745,0.7459801846374818,-0.37471144412808877,-0.6594330020187523,-0.6782319215234682,7.0,7.0,0.6151610698853645,0.9598400192702742,1.0
56,11.0,2.0,1.2807405561058407,0.6195796445368906,-0.3143794419905907,0.782459002770905,0.0,12.0,-0.5373993254883509,1.0,12.0,-0.8167559712339627,0.05234093390599418,-0.9675743980747347,-0.4236805599187371,-0.7339946232892276,-0.25874502205588745,7.0,8.0,0.8912835281524494,0.5001050191798743,0.0
57,10.0,4.0,-0.2860382599249288,-0.11760834851934748,-0.28909812254213246,0.17609837809049378,0.5480940922795818,12.0,-0.06726196481937922,13.0,8.0,0.11056405048314935,-0.18205097467368392,0.26404295824967094,-0.5216187915000337,-0.27171257141229493,-0.24376334707489875,8.0,7.0,-0.7194308117388788,-0.1032971684387757,0.0
58,8.0,0.0,-1.16343439690216,-1.7032579939610668,-0.3143794419905907,0.0,0.0,13.0,0.3245191690714305,14.0,13.0,0.3423940559124274,0.8727126139348675,-0.7533800752357076,-0.4726496757093854,-0.28662489566637644,0.31055862722154615,7.0,7.0,-1.3943968208361972,-1.7267363875080008,0.0
59,10.0,0.0,-0.4270483533676982,-1.007797623153295,0.165965627530115,0.0,0.0,14.0,0.7946565297404022,3.0,13.0,0.11056405048314935,0.6383207053551895,1.2279174110252928,-0.12986586517484727,-1.7182080240595035,-1.3524072956678055,7.0,7.0,-1.0569138162875382,-0.8647332623385008,1.0
60,8.0,4.0,-0.1450281664821595,-0.10369914110319185,-0.3143794419905907,-0.551534371526,-0.03993418278643121,3.0,0.3245191690714305,1.0,5.0,-0.3530959603754067,1.1071045225145457,0.21049437753991418,-0.6195570230813303,0.26513110173512977,0.040888477563818026,7.0,7.0,-0.47398862661258123,-0.0458302934274759,0.0
61,8.0,6.0,-0.3017060480852365,-0.45142932650707773,-0.3143794419905907,-0.6728064964620823,-0.33394832031943805,13.0,2.2834248385254794,13.0,13.0,0.6901390640563444,2.161868111123097,-1.128220140204005,-1.7458466862662414,-0.46557278671552366,-0.738158621447423,7.0,2.0,-0.47398862661258123,-0.4480984185065755,0.0
62,12.0,4.0,-1.16343439690216,-0.5070661561716993,-0.11212888640292512,-0.005809809313629819,-0.33394832031943805,11.0,-0.7724680058228368,6.0,11.0,-1.396330984807158,0.05234093390599418,0.3175915389594277,-0.27677321254679216,0.3546050472597034,0.550265426917314,7.0,7.0,-0.8574920408724213,-0.6923326373046009,1.0
63,2.0,5.0,1.484421802189841,0.9116730002761549,-0.3143794419905907,0.3580065654946171,1.3566329704953497,5.0,0.08945048873694468,2.0,5.0,-0.9326709739486018,0.6383207053551895,0.1569457968301574,0.26188706115033916,-0.8831178658301779,-0.8430303463143096,2.0,5.0,1.4895488543977995,1.1322406443041746,0.0
64,1.0,4.0,0.16832759672399447,-0.11760834851934748,-0.3143794419905907,0.0,0.0,13.0,0.7946565297404022,13.0,15.0,0.9219690694856224,1.4586923853840628,-0.11079710671862641,-0.6685261388719786,-0.43574813820732683,-0.13889162220801207,8.0,1.0,-0.07514507578234762,-0.0314635746746507,0.0
65,3.0,1.0,1.8761165061975333,1.7740438600777917,2.972192086308975,1.2675475025152345,0.0,13.0,-1.1135089547758803e-15,9.0,11.0,-1.396330984807158,-0.8852267004127182,0.42468870037894124,0.0,-1.1068027296416034,-1.3673889706487943,2.0,7.0,1.7349910395240975,0.0,1.0
66,1.0,0.0,0.3406732664873791,2.3304121567240093,-0.3143794419905907,0.0,0.0,9.0,1.9699999314128316,3.0,4.0,-1.396330984807158,0.40392879677551136,-1.6637059473015727,-2.039661381010131,-0.8085562445597028,-1.2025905458579529,7.0,7.0,1.2747869424122893,2.238477988271699,0.0
67,4.0,4.0,0.18399538488430212,-0.7713410970786528,-0.011003608609092356,0.0,0.0,15.0,-0.6941117790446748,13.0,15.0,-0.12126595494612867,-0.6508347918330402,1.3350145724448064,1.2412693769633052,1.0405719629480616,1.2544041510236286,8.0,8.0,-0.33592739747903877,-0.7928996685743759,1.0
68,8.0,1.0,0.6696968178538407,1.009037452189243,-0.3143794419905907,1.2675475025152345,1.1728741345372204,0.0,1.4998625707438598,0.0,2.0,1.8492890912027344,0.8727126139348675,-2.1456431736893835,-1.7948158020568896,0.04144623792370422,-0.3785984219037628,6.0,5.0,0.9066236647228426,1.1753408005626491,0.0
69,4.0,3.0,0.27800211384614826,0.4109415332945591,-0.3143794419905907,0.236734440558535,0.4010870235130784,2.0,-0.7724680058228368,0.0,12.0,1.1537990749149005,-0.6508347918330402,-0.5391857523966805,-0.7664643704532752,0.026533913669605794,-0.13889162220801207,2.0,4.0,0.4464195676110346,0.5719386129439993,0.0
70,1.0,2.0,0.7010323941744561,0.6195796445368906,-0.3143794419905907,0.0,0.0,13.0,-0.6941117790446748,14.0,14.0,-0.9326709739486018,0.16953688819583324,-0.432088590977167,-1.4520319915223514,-1.7182080240595035,-1.4123339955917602,1.0,1.0,0.8145828453004813,0.6725056442137741,0.0
71,9.0,6.0,-0.536722870489852,-0.7574318896624972,0.5451854192569879,0.0,0.0,12.0,0.9513689832967261,15.0,13.0,0.6901390640563444,0.05234093390599418,0.10339721612040066,0.9964237980100638,0.22039412897285146,0.6551371517842176,7.0,7.0,-0.30524712433825163,-0.8503665435856756,1.0
72,10.0,0.0,-1.3984512193067753,-0.9521607934886736,-0.2132541641967579,0.0,0.0,15.0,-0.5373993254883509,1.0,14.0,-0.9326709739486018,-1.4712064718619136,-1.2353173016235186,-0.7664643704532752,-0.033115383346770964,0.31055862722154615,7.0,7.0,-1.1029342259987187,-1.0515006061252257,0.0
73,12.0,4.0,0.4190122072889176,1.6210425785000817,-0.3143794419905907,0.9037311277069874,1.8344059439864857,15.0,-0.5373993254883509,6.0,13.0,0.6901390640563444,0.05234093390599418,-1.7172545280113294,-1.4030628757317032,-0.7638192717974244,-0.5134334967326439,7.0,7.0,1.6429502201017356,1.7356428319228239,0.0
74,7.0,0.0,-0.6307295994516984,-0.8269779267432743,-0.2132541641967579,0.0,0.0,7.0,-0.06726196481937922,14.0,14.0,-0.3530959603754067,-0.41644288325336204,1.0672716688960224,-0.03192763359355066,-2.2401393729528296,-1.8018575450973637,7.0,7.0,-1.1949750454210806,-0.7354327935630756,0.0
75,10.0,1.0,2.0954655404418414,1.7879530674939474,-0.3143794419905907,0.41864262796265833,1.0626188329623434,3.0,0.7946565297404022,0.0,5.0,-0.12126595494612867,1.693084293963741,-0.432088590977167,-0.570587907290682,-0.5997837050023757,-0.9479020711812134,2.0,2.0,2.0417937709319696,1.8218431444397742,0.0
76,1.0,2.0,0.8733780639378409,2.5529594753824965,-0.3143794419905907,8.240694686339966,0.0,7.0,2.831918425972613,1.0,14.0,-0.5849259658046847,2.6306519282824534,-1.7708031087210863,-1.7458466862662414,-1.1068027296416034,-1.4422973455537207,7.0,7.0,1.6276100835313423,2.6982129883620996,0.0
77,9.0,4.0,-0.5210550823295443,-1.4250738456379581,-0.08684756695446692,-0.975986808802288,-2.4655508174337357,13.0,0.7946565297404022,15.0,13.0,1.3856290803441784,0.16953688819583324,1.60275747599359,1.4371458401258985,0.3695173715138018,0.8498989265370194,7.0,7.0,-1.0262335431467509,-1.4825021687099758,1.0
78,6.0,6.0,-0.9440853626578523,-1.0773436602340722,-0.11212888640292512,0.0,0.0,13.0,-1.1135089547758803e-15,3.0,9.0,-1.6281609902364358,-1.1196186089923963,1.2279174110252928,-0.5216187915000337,0.0,0.0,8.0,6.0,-1.1949750454210806,-0.9078334185969756,1.0
79,12.0,0.0,-1.006756515299083,-0.326246459761679,0.24180958587548967,-0.5212163402919795,0.0,12.0,0.24616294229326857,12.0,8.0,0.6901390640563444,-0.18205097467368392,-0.003699945299112877,-0.5216187915000337,-0.06294003185495087,0.2506319272976084,7.0,7.0,-0.8728321774428148,-0.30443123097832553,1.0
80,3.0,6.0,1.0457237337012253,0.6473980593692014,-0.3143794419905907,-0.4908983090579589,0.4378387907047041,5.0,0.48123162262775443,6.0,4.0,-0.8167559712339627,1.341496431094224,-0.3249914295576535,0.11497971377839425,0.9063610446612266,0.6251738018222402,5.0,3.0,0.9679842110044173,0.7012390817194245,0.0
81,7.0,6.0,-0.7090685402532367,-0.9660700009048286,0.19124694697857322,0.0,0.0,11.0,-0.06726196481937922,12.0,12.0,0.9219690694856224,0.16953688819583324,-0.05724852600886964,0.21291794535969086,0.32478039875150655,0.6101921268412516,7.0,7.0,-0.7654512214500597,-0.8503665435856756,1.0
82,9.0,0.0,0.18399538488430212,-1.230344941811782,1.0508118082261522,0.0,0.0,11.0,0.24616294229326857,6.0,12.0,-0.12126595494612867,0.16953688819583324,1.3350145724448064,0.3108561769409875,-1.3453999177071274,-1.3374256206868338,7.0,7.0,-0.48932876318297475,-1.152067637395001,1.0
83,10.0,6.0,-0.3173738362455444,0.049302140474518114,-0.28909812254213246,1.3281835649832756,0.0,0.0,-0.5373993254883509,5.0,15.0,-0.3530959603754067,-0.18205097467368392,-1.2353173016235186,-1.1582172967784616,-0.13750165312542606,-0.3486350719418025,7.0,7.0,-0.2899069877678581,0.1265703316064245,0.0
84,9.0,2.0,-1.9311560167572372,-0.68788585258172,-0.3143794419905907,-0.30899012165383555,1.2831294361120984,1.0,-1.5560302736044562,0.0,0.0,-0.9326709739486018,-1.1196186089923963,-0.5391857523966805,-0.6195570230813303,2.144083957751108,1.9435612001489544,0.0,1.0,-0.9648729968651766,-0.5630321685291756,0.0
